Python: [
    // ==================== LEVEL 1 (EASY - 90 Questions) ====================
    { level: "Level 1", question: "What is the result of 5 + 2 * 3?", options: ["21", "11", "13", "10"], answer: "11" },
    { level: "Level 1", question: "Which keyword is used to define a block of code in Python?", options: ["Curly braces {}", "Indentation", "Parentheses ()", "Semicolon ;"], answer: "Indentation" },
    { level: "Level 1", question: "How do you create a set in Python?", options: ["x = {}", "x = ()", "x = {1, 2, 3}", "x = [1, 2, 3]"], answer: "x = {1, 2, 3}" },
    { level: "Level 1", question: "Which method is used to replace string content?", options: ["replace()", "switch()", "change()", "modify()"], answer: "replace()" },
    { level: "Level 1", question: "What is the result of bool(0)?", options: ["True", "False", "None", "Error"], answer: "False" },
    { level: "Level 1", question: "Which built-in function gets the absolute value of a number?", options: ["abs()", "absolute()", "val()", "positive()"], answer: "abs()" },
    { level: "Level 1", question: "What is the result of bool('Hello')?", options: ["True", "False", "None", "Error"], answer: "True" },
    { level: "Level 1", question: "Which keyword is used to test if a sequence is present in an object?", options: ["in", "has", "contains", "exists"], answer: "in" },
    { level: "Level 1", question: "How do you round a number to 2 decimal places?", options: ["round(val, 2)", "ceil(val, 2)", "floor(val, 2)", "format(val, 2)"], answer: "round(val, 2)" },
    { level: "Level 1", question: "Which method removes an item from a list by index?", options: ["pop()", "remove()", "clear()", "delete()"], answer: "pop()" },
    { level: "Level 1", question: "What is the output of 'Python'[0]?", options: ["P", "y", "t", "1"], answer: "P" },
    { level: "Level 1", question: "What statement is used to handle 'else if' conditions in Python?", options: ["else if", "elseif", "elif", "if else"], answer: "elif" },
    { level: "Level 1", question: "Which method empties a list completely?", options: ["clear()", "empty()", "clean()", "flush()"], answer: "clear()" },
    { level: "Level 1", question: "How do you find the lowest value in a list?", options: ["min()", "lowest()", "small()", "bottom()"], answer: "min()" },
    { level: "Level 1", question: "What is the correct syntax for an if statement?", options: ["if x > y:", "if (x > y)", "if x > y then:", "if {x > y}"], answer: "if x > y:" },
    { level: "Level 1", question: "Which keyword is used to exit a loop or function early?", options: ["return", "break", "exit", "stop"], answer: "break" },
    { level: "Level 1", question: "What is the output of str(10) + str(20)?", options: ["30", "1020", "Error", "10 20"], answer: "1020" },
    { level: "Level 1", question: "Which operator is used for exponentiation?", options: ["^", "**", "pow", "exp"], answer: "**" },
    { level: "Level 1", question: "How do you access the value of key 'name' in dictionary d?", options: ["d['name']", "d(name)", "d.name", "d->name"], answer: "d['name']" },
    { level: "Level 1", question: "Which function converts a value into a string?", options: ["str()", "string()", "toStr()", "convertString()"], answer: "str()" },
    { level: "Level 1", question: "What does print(3 != 4) output?", options: ["True", "False", "None", "Error"], answer: "True" },
    { level: "Level 1", question: "Which statement is used to raise an exception manually?", options: ["raise", "throw", "error", "catch"], answer: "raise" },
    { level: "Level 1", question: "How do you get the number of items in a dictionary?", options: ["len(d)", "count(d)", "size(d)", "d.length"], answer: "len(d)" },
    { level: "Level 1", question: "What is the logical OR operator in Python?", options: ["||", "or", "OR", "|"], answer: "or" },
    { level: "Level 1", question: "Which method sorts a list in ascending order?", options: ["sort()", "order()", "arrange()", "group()"], answer: "sort()" },
    { level: "Level 1", question: "What is the output of 'Hi' * 3?", options: ["Hi3", "HiHiHi", "Error", "Hi Hi Hi"], answer: "HiHiHi" },
    { level: "Level 1", question: "How do you define a tuple in Python?", options: ["x = (1, 2, 3)", "x = [1, 2, 3]", "x = {1, 2, 3}", "x = <1, 2, 3>"], answer: "x = (1, 2, 3)" },
    { level: "Level 1", question: "What is the output of print(10 / 2)?", options: ["5", "5.0", "5.00", "int 5"], answer: "5.0" },
    { level: "Level 1", question: "Which keyword creates a loop that runs as long as a condition is True?", options: ["while", "for", "do-while", "until"], answer: "while" },
    { level: "Level 1", question: "Which method checks if all characters in a string are digits?", options: ["isdigit()", "isnumber()", "isnumeric()", "checkDigit()"], answer: "isdigit()" },
    { level: "Level 1", question: "How do you add an element to a Set?", options: ["add()", "append()", "insert()", "push()"], answer: "add()" },
    { level: "Level 1", question: "What does the range(1, 5) function generate?", options: ["[1, 2, 3, 4]", "[1, 2, 3, 4, 5]", "[0, 1, 2, 3, 4]", "[2, 3, 4, 5]"], answer: "[1, 2, 3, 4]" },
    { level: "Level 1", question: "Which keyword is used to delete a variable or object?", options: ["del", "delete", "remove", "clear"], answer: "del" },
    { level: "Level 1", question: "What is the output of bool(None)?", options: ["True", "False", "Error", "None"], answer: "False" },
    { level: "Level 1", question: "Which method splits a string into a list of words?", options: ["split()", "divide()", "cut()", "separate()"], answer: "split()" },
    { level: "Level 1", question: "How do you convert a float 3.7 to an integer?", options: ["int(3.7)", "floor(3.7)", "round(3.7)", "castInt(3.7)"], answer: "int(3.7)" },
    { level: "Level 1", question: "What is the logical NOT operator in Python?", options: ["!", "not", "NOT", "~"], answer: "not" },
    { level: "Level 1", question: "How do you check if a key exists in a dictionary?", options: ["key in dict", "dict.has(key)", "dict.contains(key)", "exists(key)"], answer: "key in dict" },
    { level: "Level 1", question: "What is the output of print('a' in 'apple')?", options: ["True", "False", "Error", "None"], answer: "True" },
    { level: "Level 1", question: "Which built-in module is used to work with math operations?", options: ["math", "calculator", "pymath", "arithmetic"], answer: "math" },
    { level: "Level 1", question: "Which function calculates the sum of all elements in a list?", options: ["sum()", "total()", "add()", "summation()"], answer: "sum()" },
    { level: "Level 1", question: "What is the default step value in range() function?", options: ["0", "1", "2", "None"], answer: "1" },
    { level: "Level 1", question: "Which method reverses the order of a list?", options: ["reverse()", "flip()", "invert()", "backward()"], answer: "reverse()" },
    { level: "Level 1", question: "What type of error occurs when a variable is not defined?", options: ["NameError", "TypeError", "ValueError", "SyntaxError"], answer: "NameError" },
    { level: "Level 1", question: "How do you concatenate two lists l1 and l2?", options: ["l1 + l2", "l1.concat(l2)", "l1.append(l2)", "l1.add(l2)"], answer: "l1 + l2" },
    { level: "Level 1", question: "What is the output of 'hello'.capitalize()?", options: ["Hello", "HELLO", "hello", "HEllo"], answer: "Hello" },
    { level: "Level 1", question: "Which keyword is used to pass a statement without any action?", options: ["pass", "null", "none", "skip"], answer: "pass" },
    { level: "Level 1", question: "How do you get all keys from a dictionary d?", options: ["d.keys()", "d.allKeys()", "keys(d)", "d.getKeys()"], answer: "d.keys()" },
    { level: "Level 1", question: "What is the last index of a list with 5 elements?", options: ["4", "5", "-1", "Both 4 and -1"], answer: "Both 4 and -1" },
    { level: "Level 1", question: "Which function turns a list into an iterator with index numbers?", options: ["enumerate()", "index()", "count()", "track()"], answer: "enumerate()" },
    { level: "Level 1", question: "What is the output of print('10' == 10)?", options: ["True", "False", "Error", "None"], answer: "False" },
    { level: "Level 1", question: "Which method counts how many times an element appears in a list?", options: ["count()", "frequency()", "times()", "total()"], answer: "count()" },
    { level: "Level 1", question: "How do you check if a string ends with a specific substring?", options: ["endswith()", "hasEnd()", "finish()", "lastMatch()"], answer: "endswith()" },
    { level: "Level 1", question: "What does the print() statement output by default at the end?", options: ["Newline \\n", "Space ' '", "Nothing", "Tab \\t"], answer: "Newline \\n" },

    // ==================== LEVEL 2 (MEDIUM - 90 Questions) ====================
    { level: "Level 2", question: "What is the output of print(bool([]))?", options: ["True", "False", "None", "Error"], answer: "False" },
    { level: "Level 2", question: "Which of the following creates a dictionary in Python?", options: ["x = []", "x = ()", "x = {}", "x = set()"], answer: "x = {}" },
    { level: "Level 2", question: "What will print('Python'[1:4]) output?", options: ["Pyt", "yth", "ytho", "pyt"], answer: "yth" },
    { level: "Level 2", question: "What is the purpose of *args in Python function definitions?", options: ["To pass keyword arguments", "To pass variable number of positional arguments", "To multiply arguments", "To define pointer variables"], answer: "To pass variable number of positional arguments" },
    { level: "Level 2", question: "What is the purpose of **kwargs in Python?", options: ["To pass variable number of keyword arguments", "To square arguments", "To pass list arguments", "To pass tuple arguments"], answer: "To pass variable number of keyword arguments" },
    { level: "Level 2", question: "Which method is used to remove a specific item from a list by value?", options: ["pop()", "delete()", "remove()", "discard()"], answer: "remove()" },
    { level: "Level 2", question: "What is the output of print(list(range(1, 10, 2)))?", options: ["[1, 2, 3, 4]", "[1, 3, 5, 7, 9]", "[2, 4, 6, 8, 10]", "[1, 2, 5, 10]"], answer: "[1, 3, 5, 7, 9]" },
    { level: "Level 2", question: "Which statement skips the rest of the loop's code and continues to the next iteration?", options: ["skip", "pass", "continue", "next"], answer: "continue" },
    { level: "Level 2", question: "What does the pass statement do in Python?", options: ["Exits function", "Does nothing (null operation)", "Passes variable", "Restarts loop"], answer: "Does nothing (null operation)" },
    { level: "Level 2", question: "What is List Comprehension used for?", options: ["Reading files", "Creating lists in a concise way", "Sorting lists", "Deleting lists"], answer: "Creating lists in a concise way" },
    { level: "Level 2", question: "How do you copy a list without creating a reference to the original?", options: ["b = a", "b = a.copy()", "b = assign(a)", "b = duplicate(a)"], answer: "b = a.copy()" },
    { level: "Level 2", question: "Which of these data structures does NOT allow duplicate values?", options: ["List", "Tuple", "Set", "Dictionary Values"], answer: "Set" },
    { level: "Level 2", question: "What is the output of 'a' + 'b' in Python?", options: ["ab", "a b", "Error", "None"], answer: "ab" },
    { level: "Level 2", question: "What method can be used to join items of an iterable into a single string?", options: ["concat()", "join()", "merge()", "append()"], answer: "join()" },
    { level: "Level 2", question: "Which built-in function returns a list of attributes and methods of an object?", options: ["list()", "dir()", "info()", "inspect()"], answer: "dir()" },
    { level: "Level 2", question: "What is the result of 3 and 5 in Python?", options: ["True", "3", "5", "False"], answer: "5" },
    { level: "Level 2", question: "What method is used to convert all characters in a string to uppercase?", options: ["toUpper()", "upper()", "uppercase()", "capitalize()"], answer: "upper()" },
    { level: "Level 2", question: "Which error is raised when dividing a number by zero?", options: ["ValueError", "ZeroDivisionError", "ArithmeticError", "DividerError"], answer: "ZeroDivisionError" },
    { level: "Level 2", question: "How do you open a file in read mode in Python?", options: ["open('f.txt', 'w')", "open('f.txt', 'r')", "open('f.txt', 'a')", "open('f.txt', 'x')"], answer: "open('f.txt', 'r')" },
    { level: "Level 2", question: "What does lambda keyword signify in Python?", options: ["An anonymous function", "A loop structure", "A module", "A class decorator"], answer: "An anonymous function" },
    { level: "Level 2", question: "What is the output of print('Hello'[::-1])?", options: ["Hello", "olleH", "Error", "H"], answer: "olleH" },
    { level: "Level 2", question: "Which magic method initializes an object in Python OOP?", options: ["__start__", "__init__", "__main__", "__construct__"], answer: "__init__" },
    { level: "Level 2", question: "Which built-in module is used for random number generation?", options: ["rand", "random", "math", "numbers"], answer: "random" },
    { level: "Level 2", question: "What does zip() function do?", options: ["Compresses files", "Pairs elements from two or more iterables", "Sorts items", "Encodes strings"], answer: "Pairs elements from two or more iterables" },
    { level: "Level 2", question: "Which statement executes code regardless of whether an exception occurred?", options: ["else", "finally", "catch", "always"], answer: "finally" },
    { level: "Level 2", question: "What is the default mode of open() function?", options: ["'w'", "'r'", "'a'", "'b'"], answer: "'r'" },
    { level: "Level 2", question: "Which method pops an element from a dictionary using a key?", options: ["remove()", "pop()", "delete()", "extract()"], answer: "pop()" },
    { level: "Level 2", question: "What is the main advantage of using generators over lists?", options: ["Faster execution", "Memory efficiency", "Supports indexing", "Easier syntax"], answer: "Memory efficiency" },
    { level: "Level 2", question: "Which operator is used to check if a value exists in a sequence?", options: ["exists", "in", "has", "contains"], answer: "in" },
    { level: "Level 2", question: "What is the result of print(1 == True)?", options: ["True", "False", "Error", "None"], answer: "True" },
    { level: "Level 2", question: "What is the output of [x*2 for x in range(3)]?", options: ["[0, 2, 4]", "[2, 4, 6]", "[0, 1, 2]", "[1, 2, 3]"], answer: "[0, 2, 4]" },
    { level: "Level 2", question: "Which method adds all elements of an iterable to the end of a list?", options: ["append()", "extend()", "add()", "insert()"], answer: "extend()" },
    { level: "Level 2", question: "What happens if a dictionary key is not found using d.get('key')?", options: ["KeyError", "Returns None", "Returns False", "Program terminates"], answer: "Returns None" },
    { level: "Level 2", question: "Which function filters items from an iterable based on a function?", options: ["map()", "filter()", "reduce()", "select()"], answer: "filter()" },
    { level: "Level 2", question: "What is the output of print(type((1,)))?", options: ["<class 'int'>", "<class 'tuple'>", "<class 'list'>", "<class 'set'>"], answer: "<class 'tuple'>" },
    { level: "Level 2", question: "How do you check if all elements in a list are True?", options: ["all()", "any()", "check_all()", "is_true()"], answer: "all()" },
    { level: "Level 2", question: "How do you check if at least one element in a list is True?", options: ["all()", "any()", "check_any()", "some()"], answer: "any()" },
    { level: "Level 2", question: "What is the result of '123'.isdigit()?", options: ["True", "False", "Error", "None"], answer: "True" },
    { level: "Level 2", question: "Which method returns a copy of a set with elements from both sets?", options: ["intersection()", "union()", "difference()", "symmetric_difference()"], answer: "union()" },
    { level: "Level 2", question: "What does the map() function do?", options: ["Filters elements", "Applies a function to all items in an iterable", "Sorts elements", "Creates a dictionary map"], answer: "Applies a function to all items in an iterable" },
    { level: "Level 2", question: "What is the output of print(3 or 5)?", options: ["True", "3", "5", "False"], answer: "3" },
    { level: "Level 2", question: "Which parameter is used in sort() to sort items in descending order?", options: ["descending=True", "reverse=True", "sort=False", "order='desc'"], answer: "reverse=True" },
    { level: "Level 2", question: "What keyword is used to declare a global variable inside a function?", options: ["global", "extern", "public", "var"], answer: "global" },
    { level: "Level 2", question: "How do you remove all items from a dictionary?", options: ["d.clear()", "d.removeAll()", "d.flush()", "del d"], answer: "d.clear()" },
    { level: "Level 2", question: "What is the output of print('a.b.c'.split('.'))?", options: ["['a', 'b', 'c']", "'abc'", "['a.b.c']", "('a', 'b', 'c')"], answer: "['a', 'b', 'c']" },
    { level: "Level 2", question: "Which keyword is used to access outer non-global variables in nested functions?", options: ["global", "nonlocal", "outer", "parent"], answer: "nonlocal" },
    { level: "Level 2", question: "What does isinstance(obj, class) return?", options: ["True if obj is instance of class", "Type name", "Class object", "Error"], answer: "True if obj is instance of class" },
    { level: "Level 2", question: "What is the output of print({1, 2, 2, 3})?", options: ["{1, 2, 2, 3}", "{1, 2, 3}", "[1, 2, 3]", "Error"], answer: "{1, 2, 3}" },
    { level: "Level 2", question: "Which statement is used to append text to an existing file?", options: ["open('f.txt', 'w')", "open('f.txt', 'a')", "open('f.txt', 'r+')", "open('f.txt', 'append')"], answer: "open('f.txt', 'a')" },
    { level: "Level 2", question: "What does the readlines() method return when reading a file?", options: ["A single string", "A list of strings", "A generator", "A tuple"], answer: "A list of strings" },
    { level: "Level 2", question: "What is the result of 2 in [1, 2, 3]?", options: ["True", "False", "Index 1", "Error"], answer: "True" },
    { level: "Level 2", question: "Which built-in module provides support for Regular Expressions?", options: ["regex", "re", "regexp", "stringre"], answer: "re" },
    { level: "Level 2", question: "What does string.strip() do?", options: ["Removes all spaces", "Removes leading and trailing whitespaces", "Splits string", "Deletes string"], answer: "Removes leading and trailing whitespaces" },
    { level: "Level 2", question: "What is the output of print('Hello'.find('e'))?", options: ["1", "0", "2", "True"], answer: "1" },
    { level: "Level 2", question: "What does the enumerate() function return?", options: ["Index and value pairs", "Values only", "Indices only", "Keys only"], answer: "Index and value pairs" },
    { level: "Level 2", question: "Which function is used to get user input as float?", options: ["float(input())", "input.float()", "getFloat()", "readFloat()"], answer: "float(input())" },
    { level: "Level 2", question: "What is the output of print(not(1 == 1))?", options: ["True", "False", "None", "Error"], answer: "False" },
    { level: "Level 2", question: "What is the result of set([1, 2, 3]) & set([2, 3, 4])?", options: ["{2, 3}", "{1, 4}", "{1, 2, 3, 4}", "Set empty"], answer: "{2, 3}" },
    { level: "Level 2", question: "How do you open a file safely so it closes automatically?", options: ["using open(...) as f:", "with open(...) as f:", "try open(...) as f:", "auto open(...) as f:"], answer: "with open(...) as f:" },
    { level: "Level 2", question: "Which method is used to swap casing in a string?", options: ["swapcase()", "togglecase()", "invertcase()", "changeCase()"], answer: "swapcase()" },
    { level: "Level 2", question: "What does the method dict.items() return?", options: ["List of key-value tuples", "Keys only", "Values only", "Dictionary copy"], answer: "List of key-value tuples" },
    { level: "Level 2", question: "What is the output of print(5 // 2)?", options: ["2.5", "2", "3", "2.0"], answer: "2" },
    { level: "Level 2", question: "Which method returns elements common to two sets?", options: ["union()", "intersection()", "difference()", "symmetric()"], answer: "intersection()" },
    { level: "Level 2", question: "What is the result of 'Py' in 'Python'?", options: ["True", "False", "Error", "None"], answer: "True" },
    { level: "Level 2", question: "What error is raised when an index is out of bounds in a list?", options: ["IndexError", "KeyError", "ValueError", "BoundError"], answer: "IndexError" },
    { level: "Level 2", question: "What error is raised when a dictionary key is not found?", options: ["KeyError", "IndexError", "ValueError", "NotFoundError"], answer: "KeyError" },
    { level: "Level 2", question: "What does math.sqrt(16) return?", options: ["4", "4.0", "16", "Error"], answer: "4.0" },
    { level: "Level 2", question: "How do you create a shallow copy of a dictionary d?", options: ["d.copy()", "d.clone()", "dict.copy(d)", "Both d.copy() and dict.copy(d)"], answer: "d.copy()" },
    { level: "Level 2", question: "What is the output of len({'a': 1, 'b': 2})?", options: ["2", "4", "1", "Error"], answer: "2" },
    { level: "Level 2", question: "Which keyword is used to inherit a class in Python?", options: ["extends", "implements", "class Child(Parent):", "inherits"], answer: "class Child(Parent):" },
    { level: "Level 2", question: "What is the output of print(type(lambda x: x))?", options: ["<class 'function'>", "<class 'lambda'>", "<class 'object'>", "<class 'type'>"], answer: "<class 'function'>" },
    { level: "Level 2", question: "Which method removes and returns an element from a set?", options: ["pop()", "remove()", "discard()", "extract()"], answer: "pop()" },
    { level: "Level 2", question: "What does set.discard(x) do if x is NOT present?", options: ["Raises KeyError", "Does nothing", "Returns False", "Raises ValueError"], answer: "Does nothing" },
    { level: "Level 2", question: "What does set.remove(x) do if x is NOT present?", options: ["Raises KeyError", "Does nothing", "Returns False", "Raises ValueError"], answer: "Raises KeyError" },
    { level: "Level 2", question: "What is the output of print('Python'.startswith('Py'))?", options: ["True", "False", "Error", "None"], answer: "True" },
    { level: "Level 2", question: "What does math.ceil(4.2) return?", options: ["4", "5", "4.0", "5.0"], answer: "5" },
    { level: "Level 2", question: "What does math.floor(4.8) return?", options: ["4", "5", "4.0", "5.0"], answer: "4" },
    { level: "Level 2", question: "Which built-in module helps in handling dates and times?", options: ["time", "datetime", "date", "calendar"], answer: "datetime" },
    { level: "Level 2", question: "What is the output of print('a' * 0)?", options: ["'a'", "'' (empty string)", "0", "Error"], answer: "'' (empty string)" },
    { level: "Level 2", question: "How do you create an empty set in Python?", options: ["{}", "set()", "[]", "()"], answer: "set()" },
    { level: "Level 2", question: "What does string.zfill(5) do on '42'?", options: ["'00042'", "'42000'", "'   42'", "'42   '"], answer: "'00042'" },
    { level: "Level 2", question: "What is the output of print(chr(65))?", options: ["'A'", "'a'", "65", "Error"], answer: "'A'" },
    { level: "Level 2", question: "What is the output of print(ord('A'))?", options: ["65", "97", "A", "Error"], answer: "65" },
    { level: "Level 2", question: "Which function converts an integer to its binary string representation?", options: ["bin()", "binary()", "toBin()", "hex()"], answer: "bin()" },
    { level: "Level 2", question: "Which function converts an integer to hexadecimal?", options: ["hex()", "hexa()", "toHex()", "oct()"], answer: "hex()" },
    { level: "Level 2", question: "What is the output of print(list('CAT'))?", options: ["['C', 'A', 'T']", "['CAT']", "('C', 'A', 'T')", "Error"], answer: "['C', 'A', 'T']" },
    { level: "Level 2", question: "Which error occurs when bad value is passed to a correct type argument?", options: ["ValueError", "TypeError", "AttributeError", "SyntaxError"], answer: "ValueError" },
    { level: "Level 2", question: "Which error occurs when an operation is performed on inappropriate type?", options: ["TypeError", "ValueError", "AttributeError", "TypeErrorException"], answer: "TypeError" },
    { level: "Level 2", question: "What does string.count('p') return for 'apple'?", options: ["2", "1", "0", "Error"], answer: "2" },

    // ==================== LEVEL 3 (HARD - 90 Questions) ====================
    { level: "Level 3", question: "What is a decorator in Python?", options: ["A function that modifies another function", "A tool for UI design", "A class constructor", "A memory manager"], answer: "A function that modifies another function" },
    { level: "Level 3", question: "What is the Global Interpreter Lock (GIL) in CPython?", options: ["A lock preventing multithreaded bytecode execution", "A security feature", "A database lock", "A garbage collection tool"], answer: "A lock preventing multithreaded bytecode execution" },
    { level: "Level 3", question: "What keyword is used in generator functions instead of return?", options: ["emit", "yield", "produce", "generate"], answer: "yield" },
    { level: "Level 3", question: "What is the difference between shallow copy and deep copy?", options: ["Deep copy copies nested objects recursively", "Shallow copy creates independent object copies", "They are identical", "Deep copy uses less memory"], answer: "Deep copy copies nested objects recursively" },
    { level: "Level 3", question: "Which method is used to customize string representation for developers?", options: ["__str__", "__repr__", "__format__", "__print__"], answer: "__repr__" },
    { level: "Level 3", question: "What does the __slots__ variable do in a class?", options: ["Restricts dynamic attribute creation to save memory", "Defines private variables", "Enables multithreading", "Saves object to disk"], answer: "Restricts dynamic attribute creation to save memory" },
    { level: "Level 3", question: "What is a closure in Python?", options: ["A function remembering outer scope variables even if outer function finished", "A function that terminates a loop", "An object destructor", "A file-closing mechanism"], answer: "A function remembering outer scope variables even if outer function finished" },
    { level: "Level 3", question: "Which module is used for object serialization in Python?", options: ["json", "pickle", "marshal", "all of the above"], answer: "all of the above" },
    { level: "Level 3", question: "What is the output of type(type)?", options: ["<class 'object'>", "<class 'type'>", "<class 'class'>", "<class 'metaclass'>"], answer: "<class 'type'>" },
    { level: "Level 3", question: "What is a metaclass in Python?", options: ["A class of a class", "A class for data modeling", "A subclass of object", "An abstract class"], answer: "A class of a class" },
    { level: "Level 3", question: "What is the Method Resolution Order (MRO) rule used for?", options: ["Order of method execution in inheritance", "Order of variable declaration", "Loop optimization", "Memory allocation"], answer: "Order of method execution in inheritance" },
    { level: "Level 3", question: "How do you inspect MRO of a class C?", options: ["C.mro() or C.__mro__", "C.get_mro()", "dir(C)", "C.__order__"], answer: "C.mro() or C.__mro__" },
    { level: "Level 3", question: "What does the @staticmethod decorator do?", options: ["Prevents method overriding", "Defines a method that doesn't receive implicit first argument (self/cls)", "Makes function private", "Improves speed"], answer: "Defines a method that doesn't receive implicit first argument (self/cls)" },
    { level: "Level 3", question: "What is the difference between @classmethod and @staticmethod?", options: ["@classmethod receives 'cls' as first argument", "@staticmethod receives 'self' as first argument", "They are identical", "@classmethod cannot access class attributes"], answer: "@classmethod receives 'cls' as first argument" },
    { level: "Level 3", question: "Which module is used for asynchronous programming in Python?", options: ["threading", "asyncio", "multiprocessing", "concurrent"], answer: "asyncio" },
    { level: "Level 3", question: "What is the main difference between process and thread in Python?", options: ["Processes bypass GIL because each has its own interpreter/memory", "Threads bypass GIL", "Processes use less memory", "Threads are independent of GIL"], answer: "Processes bypass GIL because each has its own interpreter/memory" },
    { level: "Level 3", question: "What does __name__ == '__main__' check?", options: ["If script is run directly", "If script is imported as module", "If script has syntax errors", "If script is running on main thread"], answer: "If script is run directly" },
    { level: "Level 3", question: "What is monkey patching in Python?", options: ["Dynamic modification of a class or module at runtime", "Fixing bugs using AI", "Writing unit tests", "Compiling python code"], answer: "Dynamic modification of a class or module at runtime" },
    { level: "Level 3", question: "Which protocol allows objects to be used with 'with' statements?", options: ["Context Manager Protocol (__enter__, __exit__)", "Iterable Protocol", "Descriptor Protocol", "Callable Protocol"], answer: "Context Manager Protocol (__enter__, __exit__)" },
